,x,z,theta,u,w,reward
-8.0,25.070816407232478,0.11676090320863797,0.06921045525263234,3.105183415842069,0.9817260928273669,0.34214056
-6.0,11.419886814912372,0.07628306983420183,0.20982348226392095,1.6696075698370596,1.580213856609424,0.8119031
-4.0,4.630925216042625,0.11646873351676527,0.35142093717160283,1.4193723897207722,3.1728574472351685,0.8612654
-2.0,2.753619685400855,0.19518548993242532,0.378715254349166,1.0918414205935938,4.853157282816528,0.7653607
0.0,5.791859721974636,0.29998329748071906,0.23285374940004694,0.6971696525557068,6.209447210824228,0.6439431
2.0,6.990454618092926,0.3237482065293088,0.13524839299361943,0.6457718845650842,6.068200500825142,0.62305677
4.0,6.062706796574006,0.2649663881250802,0.20784673917044558,1.1745848441322677,5.564809491514512,0.6965573
6.0,2.2630015453693995,0.24731480774145725,0.38916230603362567,1.8365057190042005,5.666922804054263,0.68806064
8.0,37.90906516856823,4.993778403825819,0.015613198907453796,20.832991612424664,0.30994529497105383,-1.0
